index,Tweets
1164,afu repulsed attacks area marinka vuhledar geolocated video indicates ru advance northern area mar'inka marked orange
1165,situation avdiivka gotten worse afu lately likely assets relocated defense bakhmut orange line indicate estimated ru lines days ago
1167,afu repulsed attacks area stepove kamyanka avdiivka severne netaylove pervomaiske nevelske attack stepove direction confirmation krashnohorivka captured ruaf
1168,weeks fighting ruaf managed captured farms zaliznyans'ke
1170,afu repulsed attacks area orikhovovasylivka bohdanivka bakhmut ivanivske hryhorivka afu managed slow ru offensive standstill ruaf making small gains
1172,afu repulsed attacks area kreminna kuzmyne bilohorivka verkhnokamyanske spirne significant movement south kreminna weeks
1174,afu repulsed attack area hryanykivka continued activity ruaf area weeks it's likely ruaf trying remove afu bridge head kupyansk
1185,kamianka avdiivka severna pervomaiske nevelske netaylove
1186,continued ru advances avdiivka area ru progress area increasing suspect target ru advances
1187,main thing day bakhmut ruaf managed advance azom industrial area took selfie building zelensky visited months ago
1189,afu repulsed attacks area berestove vasyukivka minkivka orihovovasylivka dubovovasylivka yagidne khromovm bakhmut hryhorivka ivanivske
1191,afu repulsed attacks area nevske chervopopivka kreminna dibrova bilohorivka
1192,despite large ru efforts push afu away kreminna afu hold ground
1194,afu repulsed attacks area dvorichna hryanikyvka
1195,ruaf increased activity area weeks think seen
1204,interesting programmed blow trigger
1207,compare ru lines today th ruaf progress sw ne city
1209,afu repulsed attacks area kamianka avdiivka vodyane severne pervomaiske maryinka pobieda ruaf attacking north vodyane south west krashnohorivka deepstate claim ruaf captured krashnohorivka i've seen wrong
1211,comparing older ru lines bakhmut slow steady progress ruaf north city fight south city stationary
1213,afu repulsed attacks area vasyukivka min'kivka orikhovovasylivka hryhorivka ivanivske chasiv yar bakhmut continued expansion ru frontline nw city
1215,nevske chervonpopivka kreminna dibrova serebryansk forestry bilogorivka verkhnyokamianske
1217,afu repulsed attacks area dvorichna hryanikyvka masyutivka
1218,ru forces increasing activity area goal likely remove ua bridgehead kupyansk
1227,thread brought buy vladimir woodthooth
1230,tactic matter opponent left
1235,sure follow miss updates
1236,sums told buddy yermak decided politicians
1238,soon russians road khromovo bakhmut gradually begin transform fortress large mass grave point keeping silent things bothering months maybe treason
1240,syrsky plan clever understood
1241,syrsky plan cleaver understood
1245,afu repulsed attacks area maryinka pobyeda novomykhailivka vuhledar ruaf stop attacking vuhledar
1246,ruaf focusing enveloping avdiivka n sw believe effort south ruaf moved units th motorized rifle regiment th separate motorized rifle brigade avdiivka area
1248,afu repulsed attacks area krasnohorivka kamianka avdiivka vodyane severne pervomaiske nevelske
1249,blows gasket roads plotted minute
1250,image feel like image recommend block don't care
1251,closer look bakhmut supply roads shows viable routes mind roads dirt tracks fields best
1252,heavy battles reported ivanivske airplane azom metal processing plant
1253,orange dashed line represent estimated ru forwards positions days ago ruaf advanced slightly nw direction
1254,afu repulsed attacks area zaliznyans'ke orikhovovasylivka dubovovasylivka bakhmut ivanivske
1263,thread brought russian hobbit
1265,seeing lot combined arms maneuvering ukraine right
1266,ua nd brigade making sure vuhledar safe
1269,afu repulsed attacks area marinka novomykhailivka
1270,ruaf continue attack vuhledar
1271,reason avdiivka ua control static fortified defenses underestimate underestimate ru fortification lines
1273,ruaf progress weeks direction think it's likely focus bakhmut ruaf ua defenses area shelled years it's amazing hold
1275,afu repulsed attacks area oleksandropil kamianka severne vodyane pervomaiske maryinka nevelske novomykhailivka crybar claim ru forces captured vesele
1276,geolocated positions bakhmut area
1277,ruaf progress eastern southern bakhmut week afu likely withdrawn east bakhmutovka river ru progress noticed air plane area
1279,afu repulsed attacks area spirne vyimka fedorivka berkhivka dubovovasylivka orihovovasylivka bakhmut bohdanivka ivanivske klishchiivka
1281,afu repulsed attacks area hryanikyvka nevske bilohorivka
1290,people probably crazy posted ua ammo base
1291,g och lgg dig
1292,don't mind idiots opsec bros comes screaming block fact russians drones area crossed minds
1293,looks right harder use warmer weather
1294,un exploded fab avdiivka
1296,afu repulsed attacks area novokalynove krasnohorivka kam'yanka severna pervomaiske nevelske maryinka
1297,tweets states roads bakhmut indicating use
1299,south afu successfully defend t road ruaf probably km road line sight safe travel road
1300,afu slowed stopped ru advance north stopped mean ruaf progress days
1302,afu repulsed attacks area fedorivka bilohorivka fedorivka zaliznianske yagidne ivanovske attacks near village dubovovasylivka according ua general staff
1303,afu repulsed attacks area hryanikyvka nevske bilohorivka spirne
